=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2023-3-3_16-1-43
====================================================================================
16:1:43 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
16:1:43 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
16:1:43 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
16:1:43 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
16:1:43 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
16:1:43 | [PermissionManager] Perm (EspToolsMenu) has been registered!
16:1:43 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
16:1:43 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
16:1:43 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
16:1:43 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
16:1:43 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
16:1:43 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
16:1:43 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
16:1:43 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
16:1:43 | [PermissionManager] Adding Super Admin (76561197962686368)
16:1:43 | [PermissionManager] Adding Super Admin (76561197968549981)
16:1:43 | [PermissionManager] Adding Super Admin (76561198894531417)
16:1:43 | [PermissionManager] Adding Super Admin (76561197963933504)
16:1:43 | [PermissionManager] Loaded UserGroups.json
16:1:43 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
16:1:43 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
16:1:43 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
16:1:43 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
16:1:43 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
16:1:43 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
16:1:43 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
16:1:43 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
16:1:43 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
16:1:43 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
16:1:43 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
16:1:43 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
16:1:43 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
16:1:43 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
16:1:43 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
16:1:43 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
16:1:43 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
16:1:43 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
16:1:43 | Building Sets Loaded: 0
16:1:43 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
16:1:43 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
16:2:50 | Player "[FOG]Fod" (steamId=76561197962686368) connected to server!
16:3:2 | "[FOG]Fod" (steamid=76561197962686368) gave godmode to (steamid=76561197962686368)
16:3:3 | "[FOG]Fod" (steamid=76561197962686368) gave unlimited ammo to (steamid=76561197962686368)
16:3:6 | "[FOG]Fod" (steamid=76561197962686368) teleported to crosshair (pos=<2241.764160, 8.465896, 7541.913086>)
16:3:40 | "[FOG]Fod" (steamid=76561197962686368) toggled freecam
16:3:44 | "[FOG]Fod" (steamid=76561197962686368) teleported to crosshair (pos=<2243.254883, 18.919477, 7507.867188>)
16:3:45 | "[FOG]Fod" (steamid=76561197962686368) toggled freecam
16:4:13 | Player "[FOG]Fod" (steamId=76561197962686368) initiated disconnect process...
16:4:25 | Player "[FOG]Fod" (steamId=76561197962686368) aborted logout process [canceledLogout]
16:8:44 | "[FOG]Fod" (steamid=76561197962686368) teleported to crosshair (pos=<2224.893066, 9.383785, 7552.676758>)
16:8:51 | "[FOG]Fod" (steamid=76561197962686368) toggled freecam
16:9:2 | "[FOG]Fod" (steamid=76561197962686368) teleported to crosshair (pos=<1607.411377, 15.060129, 8384.296875>)
16:9:3 | "[FOG]Fod" (steamid=76561197962686368) toggled freecam
16:10:59 | "[FOG]Fod" (steamid=76561197962686368) toggled freecam
16:11:13 | "[FOG]Fod" (steamid=76561197962686368) teleported to crosshair (pos=<2242.832520, 20.725761, 7505.303223>)
16:11:14 | "[FOG]Fod" (steamid=76561197962686368) toggled freecam
16:12:44 | Player "[FOG]Fod" (steamId=76561197962686368) initiated disconnect process...
16:12:46 | Player "[FOG]Fod" (steamId=76561197962686368) disconnected early from server (EXIT NOW).
