"boat_small4";204298.276856;5060.562012;0.000000;0.000000;0.000000;1.000000;0.379806;
"boat_small5";204281.571777;5133.123047;340.920502;0.000000;0.000000;1.000000;0.003046;
"boat_small6";204294.158691;5037.889648;0.000000;0.000000;0.000000;1.000000;-1.880221;
"church4";208740.586914;6449.022949;46.022835;0.000000;0.000000;1.000000;0.146057;
"church4_details_proxy";208737.613281;6447.337403;46.022835;0.000000;0.000000;1.000000;0.146103;
"church5_white";204975.444336;7784.271973;0.000000;0.000000;0.000000;1.000000;-0.000046;
"garbage_pile7";205000.559570;7789.191895;69.356544;0.000000;0.000000;1.000000;-0.000244;
"garbage_pile8";205002.031250;7785.615723;0.000000;0.000000;0.000000;1.000000;-0.000443;
"misc_bench7";204363.258789;5120.950195;83.795082;0.000000;0.000000;1.000001;0.000362;
"misc_haybale_packed";203761.908692;6468.157715;297.733917;0.000000;0.000000;1.000001;-0.000018;
"misc_haybale_packed";205418.706055;7533.173340;209.039948;0.000000;0.000000;1.000001;-0.000115;
"misc_haybale_packed";205419.000000;7537.593750;262.024292;0.000000;0.000000;1.000001;-0.000027;
"misc_haybale_packed";202378.888672;4759.647949;307.015747;0.000000;0.000000;1.000000;0.000072;
"misc_haybale_packed";202383.224121;4758.741699;0.000000;0.000000;0.000000;1.000000;-0.000095;
"misc_haybale_packed_stack";203702.373046;6489.915528;186.350891;0.000000;0.000000;1.000001;-0.000737;
"misc_haybale_packed_stack";203702.988281;6496.361817;198.984650;0.000000;0.000000;1.000001;-0.000255;
"misc_haybale_packed_stack";205421.534179;7530.093750;186.350891;0.000000;0.000000;1.000001;-0.000842;
"misc_haybale_packed_stack";205422.149414;7536.540040;198.984619;0.000000;0.000000;1.000001;-0.000372;
"misc_haybale_packed_stack";202375.445558;4757.273438;284.326599;0.000000;0.000000;1.000000;-0.000305;
"misc_haybale_packed_stack";202381.744142;4755.769043;296.960358;0.000000;0.000000;1.000000;-0.000252;
"misc_sewercover";204117.000000;5321.175781;0.000000;0.000000;0.000000;1.000000;-0.105423;
"misc_sewercover";204139.812500;5268.118164;0.000000;0.000000;0.000000;1.000000;-0.105423;
"misc_sewercover";204089.796875;5277.888184;0.000000;0.000000;0.000000;1.000000;-0.105423;
"misc_sewercover";204097.890625;5249.129883;0.000000;0.000000;0.000000;1.000000;-0.105423;
"misc_sewercover";204191.875000;5458.017578;0.000000;0.000000;0.000000;1.000000;-0.105423;
"misc_sewercover";204192.109375;5406.034668;0.000000;0.000000;0.000000;1.000000;-0.105423;
"misc_sewercover";204183.609375;5355.634766;0.000000;0.000000;0.000000;1.000000;-0.105423;
"misc_sewercover";204200.109375;5269.541504;0.000000;0.000000;0.000000;1.000000;-0.105423;
"misc_sewercover";204252.781250;5245.975586;0.000000;0.000000;0.000000;1.000000;-0.105423;
"misc_sewercover";204290.156250;5203.412598;0.000000;0.000000;0.000000;1.000000;-0.105423;
"misc_sewercover";204324.247070;5163.046387;0.000000;0.000000;0.000000;1.000000;-0.105423;
"misc_sewercover";204350.437500;5089.343262;0.000000;0.000000;0.000000;1.000000;-0.105423;
"misc_sewercover";204351.406250;5032.187012;0.000000;0.000000;0.000000;1.000000;-0.105423;
"misc_tirepile_large";203784.610596;6454.937012;65.360245;0.000000;0.000000;1.000002;0.000610;
"misc_tirepile_large";205352.932617;7474.849609;248.101440;0.000000;0.000000;1.000001;0.000212;
"misc_tirepile_large";202361.224853;4813.524902;346.077118;0.000000;0.000000;1.000000;0.000156;
"misc_woodencrate";205367.125488;7465.728028;327.513367;0.000000;0.000000;1.000002;-0.000121;
"misc_woodencrate";202333.439698;4813.245606;65.489075;0.000000;0.000000;1.000000;0.000057;
"misc_woodencrate_3x";203781.931153;6455.735840;144.772202;0.000000;0.000000;1.000003;0.000139;
"misc_woodencrate_3x";203779.660401;6456.067383;134.072174;0.000000;0.000000;1.000003;-0.000558;
"misc_woodencrate_3x";205355.569336;7473.922852;327.513367;0.000000;0.000000;1.000002;0.000164;
"misc_woodencrate_3x";205357.823730;7473.483399;316.813354;0.000000;0.000000;1.000001;0.000058;
"misc_woodencrate_3x";202087.758058;4953.180176;54.789089;0.000000;0.000000;1.000000;-0.000164;
"misc_woodencrate_3x";202320.622071;4815.972657;54.789089;0.000000;0.000000;1.000000;0.000053;
"misc_woodencrate_3x";202332.916749;4815.080567;65.489075;0.000000;0.000000;1.000000;-0.000027;
"pier_wooden2";204132.591308;4755.107910;283.743073;0.000000;0.000000;1.210123;1.858388;
"pier_wooden2";204074.479003;4675.380859;283.743073;0.000000;0.000000;1.210123;1.492249;
"pier_wooden2";204039.711914;4627.583984;283.743073;0.000000;0.000000;1.210123;1.489555;
"pier_wooden2";203982.102783;4551.343261;283.743073;0.000000;0.000000;1.210123;1.487107;
"pier_wooden2";204222.564453;5188.816894;221.476837;0.000000;0.000000;1.210122;1.498604;
"pier_wooden2";204283.529296;5006.783203;283.743073;0.000000;0.000000;1.210123;1.500771;
"pier_wooden2";204239.579589;4917.216797;283.743073;0.000000;0.000000;1.210123;1.496300;
"pier_wooden2";204186.857421;4835.393554;283.743073;0.000000;0.000000;1.210123;1.495475;
"power_wire_50";208904.522123;7481.466260;0.000000;0.000000;0.000000;1.000000;10.058699;
"ruin_house_1w01";204822.429687;7736.925293;0.000000;0.000000;0.000000;1.000000;0.000198;
"ruin_house_1w04";204785.640136;7703.994140;133.298630;0.000000;0.000000;1.000000;0.401566;
"ruin_house_1w04";204865.366211;7746.630371;69.743294;0.000000;0.000000;1.000000;0.401535;
"ruin_house_1w04";204885.876465;7747.855957;0.000000;0.000000;0.000000;1.000000;0.402824;
"ruin_house_1w04";204952.790527;7733.157226;73.352921;0.000000;0.000000;1.000000;0.402496;
"ruin_house_1w04";204795.229981;7683.187988;63.813171;0.000000;0.000000;1.000000;0.401733;
"ruin_house_1w04";204877.402832;7714.487304;73.352921;0.000000;0.000000;1.000000;0.401917;
